node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startClade,endClade
467,468,0.4326318829363,-45.9018878040761,-20.1747312520631,-45.4243408672224,-20.1475590646145,0.4326318829363,0,2015.44980483042,2015.88243671335,NA,other,other
467,645,0.01197085431253,-45.9018878040761,-20.1747312520631,-45.8927701576996,-20.2038122205759,0.01197085431253,0,2015.44980483042,2015.46177568473,NA,other,other
645,154,0.1628818495175,-45.8927701576996,-20.2038122205759,-50.7243659830889,-15.8809171470521,0.17485270383003,0.01197085431253,2015.46177568473,2015.62465753425,MK333804|Brazil|GO|NovoBrasil|NP|Sapajus|NA|2015-08-17,other,other
645,646,0.6313290308982,-45.8927701576996,-20.2038122205759,-46.0661270878268,-20.2542015480477,0.64329988521073,0.01197085431253,2015.46177568473,2016.09310471563,NA,other,other
646,647,0.02431673628547,-46.0661270878268,-20.2542015480477,-46.1104229962108,-20.3031993580309,0.6676166214962,0.64329988521073,2016.09310471563,2016.11742145191,NA,other,other
468,621,0.3624914642886,-45.4243408672224,-20.1475590646145,-45.6140921851603,-20.4957737701424,0.7951233472249,0.4326318829363,2015.88243671335,2016.24492817764,NA,other,other
647,652,0.1448792617967,-46.1104229962108,-20.3031993580309,-47.8208452013116,-21.22539091018,0.8124958832929,0.6676166214962,2016.11742145191,2016.26230071371,NA,other,other
468,469,0.3957359526769,-45.4243408672224,-20.1475590646145,-43.6323921316619,-19.06022134512,0.8283678356132,0.4326318829363,2015.88243671335,2016.27817266603,NA,other,other
469,492,0.03153540307389,-43.6323921316619,-19.06022134512,-40.6763840190319,-19.7467876587624,0.85990323868709,0.8283678356132,2016.27817266603,2016.3097080691,NA,other,other
492,585,0.01302236339525,-40.6763840190319,-19.7467876587624,-40.7222624223515,-20.2229016339928,0.87292560208234,0.85990323868709,2016.3097080691,2016.3227304325,NA,other,other
652,653,0.1388029385094,-47.8208452013116,-21.22539091018,-48.273346407196,-21.2000638997119,0.9512988218023,0.8124958832929,2016.26230071371,2016.40110365222,NA,other,other
585,586,0.08509294405204,-40.7222624223515,-20.2229016339928,-40.7986013720888,-20.2495776826906,0.95801854613438,0.87292560208234,2016.3227304325,2016.40782337655,NA,other,other
653,654,0.08361694642638,-48.273346407196,-21.2000638997119,-48.2967731657933,-21.2544810753544,1.03491576822868,0.9512988218023,2016.40110365222,2016.48472059865,NA,other,other
621,622,0.2624177973108,-45.6140921851603,-20.4957737701424,-45.6091527700555,-20.576140075798,1.0575411445357,0.7951233472249,2016.24492817764,2016.50734597495,NA,other,other
653,861,0.1537525662527,-48.273346407196,-21.2000638997119,-49.1453016646926,-21.2629226311819,1.105051388055,0.9512988218023,2016.40110365222,2016.55485621847,NA,other,other
654,655,0.07346607674634,-48.2967731657933,-21.2544810753544,-48.2323917441353,-21.1346824997411,1.10838184497502,1.03491576822868,2016.48472059865,2016.55818667539,NA,other,other
585,618,0.2390126194252,-40.7222624223515,-20.2229016339928,-45.3534309180825,-15.5895055521513,1.11193822150754,0.87292560208234,2016.3227304325,2016.56174305192,NA,other,MG
621,640,0.3185402737197,-45.6140921851603,-20.4957737701424,-49.2560851210857,-21.0231437021602,1.1136636209446,0.7951233472249,2016.24492817764,2016.56346845136,NA,other,other
654,667,0.1087266008426,-48.2967731657933,-21.2544810753544,-48.2659065375972,-21.2166368199234,1.14364236907128,1.03491576822868,2016.48472059865,2016.59344719949,NA,other,other
492,493,0.3133326544543,-40.6763840190319,-19.7467876587624,-40.8661125974122,-20.1077148583961,1.17323589314139,0.85990323868709,2016.3097080691,2016.62304072356,NA,other,other
493,497,0.01950601628491,-40.8661125974122,-20.1077148583961,-41.0950265608662,-20.1323005254734,1.1927419094263,1.17323589314139,2016.62304072356,2016.64254673984,NA,other,other
655,659,0.08505899801292,-48.2323917441353,-21.1346824997411,-48.2219551588233,-21.1859178714961,1.19344084298794,1.10838184497502,2016.55818667539,2016.6432456734,NA,other,other
622,624,0.1422586123497,-45.6091527700555,-20.576140075798,-45.3548316307108,-20.8833698822733,1.1997997568854,1.0575411445357,2016.50734597495,2016.6496045873,NA,other,other
861,862,0.09960983160428,-49.1453016646926,-21.2629226311819,-49.0810552773536,-21.2554260734001,1.20466121965928,1.105051388055,2016.55485621847,2016.65446605008,NA,other,other
659,660,0.03543482643465,-48.2219551588233,-21.1859178714961,-48.2502216874618,-21.2333984155504,1.22887566942259,1.19344084298794,2016.6432456734,2016.67868049984,NA,other,other
660,661,0.01158184058507,-48.2502216874618,-21.2333984155504,-48.6700370506737,-20.9206840687924,1.24045751000766,1.22887566942259,2016.67868049984,2016.69026234042,NA,other,other
