node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startClade,endClade
467,468,0.2378625544342,-49.0525293414185,-20.3985487902337,-49.0514181063519,-20.4526187427072,0.2378625544342,0,2015.30563061862,2015.54349317305,NA,other,other
467,755,0.02478769535296,-49.0525293414185,-20.3985487902337,-49.066225427515,-20.4328874860253,0.02478769535296,0,2015.30563061862,2015.33041831397,NA,other,other
468,154,0.0811643611953,-49.0514181063519,-20.4526187427072,-50.7243659830889,-15.8809171470521,0.3190269156295,0.2378625544342,2015.54349317305,2015.62465753425,MK333804|Brazil|GO|NovoBrasil|NP|Sapajus|NA|2015-08-17,other,other
755,756,0.7363450425779,-49.066225427515,-20.4328874860253,-48.9032152454395,-20.4507517717032,0.76113273793086,0.02478769535296,2015.33041831397,2016.06676335655,NA,other,other
755,780,0.8220351125575,-49.066225427515,-20.4328874860253,-41.0310532326655,-18.8075351237426,0.84682280791046,0.02478769535296,2015.33041831397,2016.15245342653,NA,other,other
468,469,0.6264743686131,-49.0514181063519,-20.4526187427072,-47.5124364929766,-20.3956323097283,0.8643369230473,0.2378625544342,2015.54349317305,2016.16996754166,NA,other,other
469,470,0.1033556058022,-47.5124364929766,-20.3956323097283,-48.7333907641554,-21.0892883105402,0.9676925288495,0.8643369230473,2016.16996754166,2016.27332314747,NA,other,other
780,840,0.1490650502917,-41.0310532326655,-18.8075351237426,-40.6009961347053,-20.1170214079509,0.99588785820216,0.84682280791046,2016.15245342653,2016.30151847682,NA,other,other
840,844,0.01575228154741,-40.6009961347053,-20.1170214079509,-40.6154646932101,-20.0945837364888,1.01164013974957,0.99588785820216,2016.30151847682,2016.31727075837,NA,other,other
780,781,0.1661720746456,-41.0310532326655,-18.8075351237426,-42.9625433693584,-19.4649570732109,1.01299488255606,0.84682280791046,2016.15245342653,2016.31862550117,NA,other,other
781,804,0.08386887267173,-42.9625433693584,-19.4649570732109,-42.5010430711958,-20.2797790463368,1.09686375522779,1.01299488255606,2016.31862550117,2016.40249437384,NA,other,other
470,473,0.1341477997065,-48.7333907641554,-21.0892883105402,-48.9535872236542,-21.1129682251025,1.101840328556,0.9676925288495,2016.27332314747,2016.40747094717,NA,other,other
756,757,0.3851730136207,-48.9032152454395,-20.4507517717032,-45.0334891194498,-20.1876425036153,1.14630575155156,0.76113273793086,2016.06676335655,2016.45193637017,NA,other,other
473,542,0.06138517585241,-48.9535872236542,-21.1129682251025,-48.9618516196471,-21.1248942617038,1.16322550440841,1.101840328556,2016.40747094717,2016.46885612303,NA,other,other
757,758,0.0172271341575,-45.0334891194498,-20.1876425036153,-45.1060472194723,-20.1680653584879,1.16353288570906,1.14630575155156,2016.45193637017,2016.46916350433,NA,other,other
756,775,0.4204781797189,-48.9032152454395,-20.4507517717032,-48.9816069039085,-20.6865613597817,1.18161091764976,0.76113273793086,2016.06676335655,2016.48724153627,NA,other,other
781,782,0.1725855552602,-42.9625433693584,-19.4649570732109,-43.305430711277,-19.5068003312802,1.18558043781626,1.01299488255606,2016.31862550117,2016.49121105643,NA,other,other
844,845,0.2117562478637,-40.6154646932101,-20.0945837364888,-40.7889368901963,-20.0670207782916,1.22339638761327,1.01164013974957,2016.31727075837,2016.52902700623,NA,other,other
782,785,0.05626115585214,-43.305430711277,-19.5068003312802,-43.3206696954163,-19.4827042010085,1.2418415936684,1.18558043781626,2016.49121105643,2016.54747221229,NA,other,other
542,543,0.08931244987799,-48.9618516196471,-21.1248942617038,-48.2583891536869,-21.2456241944712,1.2525379542864,1.16322550440841,2016.46885612303,2016.5581685729,NA,other,other
804,808,0.1579140955245,-42.5010430711958,-20.2797790463368,-42.3225197915386,-20.1424543346191,1.25477785075229,1.09686375522779,2016.40249437384,2016.56040846937,NA,other,other
543,556,0.03310524172093,-48.2583891536869,-21.2456241944712,-48.2632147007089,-21.2543031349857,1.28564319600733,1.2525379542864,2016.5581685729,2016.59127381462,NA,other,other
556,560,0.02011998520943,-48.2632147007089,-21.2543031349857,-48.2607056627207,-21.3868605963962,1.30576318121676,1.28564319600733,2016.59127381462,2016.61139379983,NA,other,other
473,474,0.2079348169689,-48.9535872236542,-21.1129682251025,-48.9730249217339,-21.0439504112947,1.3097751455249,1.101840328556,2016.40747094717,2016.61540576414,NA,other,other
543,544,0.05961707756272,-48.2583891536869,-21.2456241944712,-48.4091842345485,-21.1945119544757,1.31215503184912,1.2525379542864,2016.5581685729,2016.61778565047,NA,other,other
844,890,0.3035218158836,-40.6154646932101,-20.0945837364888,-40.4605799408233,-20.0291870549594,1.31516195563317,1.01164013974957,2016.31727075837,2016.62079257425,NA,other,other
544,548,0.005007947074839,-48.4091842345485,-21.1945119544757,-48.6835327191272,-21.1516910825433,1.31716297892396,1.31215503184912,2016.61778565047,2016.62279359754,NA,other,other
785,802,0.08243591494326,-43.3206696954163,-19.4827042010085,-43.0042278097166,-18.1282748616796,1.32427750861166,1.2418415936684,2016.54747221229,2016.62990812723,NA,other,MG
469,750,0.4854483123859,-47.5124364929766,-20.3956323097283,-46.8554217372886,-20.0881294311353,1.3497852354332,0.8643369230473,2016.16996754166,2016.65541585405,NA,other,SP
548,549,0.05186059414078,-48.6835327191272,-21.1516910825433,-48.6987498925885,-20.9781321034232,1.36902357306474,1.31716297892396,2016.62279359754,2016.67465419168,NA,other,other
