node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startClade,endClade
467,468,0.747974249759,-47.1323610814692,-20.2542315941555,-47.2676919348711,-20.1566849660306,0.747974249759,0,2014.86828690937,2015.61626115912,NA,other,other
467,492,0.3149908968242,-47.1323610814692,-20.2542315941555,-47.2514494731972,-20.3565813487736,0.3149908968242,0,2014.86828690937,2015.18327780619,NA,other,other
492,493,0.2515146420731,-47.2514494731972,-20.3565813487736,-47.1552353602163,-20.4175681989422,0.5665055388973,0.3149908968242,2015.18327780619,2015.43479244826,NA,other,other
493,154,0.1898650859835,-47.1552353602163,-20.4175681989422,-50.7243659830889,-15.8809171470521,0.7563706248808,0.5665055388973,2015.43479244826,2015.62465753425,MK333804|Brazil|GO|NovoBrasil|NP|Sapajus|NA|2015-08-17,other,other
492,780,0.9494577334308,-47.2514494731972,-20.3565813487736,-41.4689522396133,-20.238305249764,1.264448630255,0.3149908968242,2015.18327780619,2016.13273553962,NA,other,other
493,494,0.7287290021745,-47.1552353602163,-20.4175681989422,-46.6799462083342,-20.3373510296086,1.2952345410718,0.5665055388973,2015.43479244826,2016.16352145044,NA,other,other
780,915,0.05460496199376,-41.4689522396133,-20.238305249764,-42.8911480028893,-18.1426288650745,1.31905359224876,1.264448630255,2016.13273553962,2016.18734050161,NA,other,other
780,781,0.1148792036484,-41.4689522396133,-20.238305249764,-40.6279511180086,-20.2048434165024,1.3793278339034,1.264448630255,2016.13273553962,2016.24761474327,NA,other,other
494,495,0.1101150412155,-46.6799462083342,-20.3373510296086,-47.7356796660281,-21.0260063167318,1.4053495822873,1.2952345410718,2016.16352145044,2016.27363649165,NA,other,other
781,831,0.07033550530406,-40.6279511180086,-20.2048434165024,-40.6680259779792,-20.193130266272,1.44966333920746,1.3793278339034,2016.24761474327,2016.31795024857,NA,other,other
781,782,0.08252213118527,-40.6279511180086,-20.2048434165024,-40.7750168978665,-20.1753739678052,1.46184996508867,1.3793278339034,2016.24761474327,2016.33013687445,NA,other,other
495,498,0.1443896344619,-47.7356796660281,-21.0260063167318,-48.2090425622987,-21.1837354003639,1.5497392167492,1.4053495822873,2016.27363649165,2016.41802612611,NA,other,other
468,469,0.809010658521,-47.2676919348711,-20.1566849660306,-47.0195703049868,-20.2593571147453,1.55698490828,0.747974249759,2015.61626115912,2016.42527181765,NA,other,other
