node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startClade,endClade
467,468,0.1488683867958,-48.7788721581012,-21.4794924703075,-48.721404635861,-21.4124162332112,0.1488683867958,0,2015.08586142032,2015.23472980712,NA,other,other
467,755,0.3611021703959,-48.7788721581012,-21.4794924703075,-48.7917668128277,-21.3768445655404,0.3611021703959,0,2015.08586142032,2015.44696359072,NA,other,other
468,154,0.3899277271308,-48.721404635861,-21.4124162332112,-50.7243659830889,-15.8809171470521,0.5387961139266,0.1488683867958,2015.23472980712,2015.62465753425,MK333804|Brazil|GO|NovoBrasil|NP|Sapajus|NA|2015-08-17,other,other
755,908,0.5592924345636,-48.7917668128277,-21.3768445655404,-49.0707277196457,-21.4480914100069,0.9203946049595,0.3611021703959,2015.44696359072,2016.00625602528,NA,other,other
468,469,0.9912420187282,-48.721404635861,-21.4124162332112,-48.136083937319,-21.3647253185357,1.140110405524,0.1488683867958,2015.23472980712,2016.22597182584,NA,other,other
469,470,0.02626761512342,-48.136083937319,-21.3647253185357,-46.1892314360028,-20.5461828888728,1.16637802064742,1.140110405524,2016.22597182584,2016.25223944097,NA,other,SP
755,756,0.8241936516155,-48.7917668128277,-21.3768445655404,-40.8506768631978,-20.4224700654215,1.1852958220114,0.3611021703959,2015.44696359072,2016.27115724233,NA,other,other
908,909,0.2653702565466,-49.0707277196457,-21.4480914100069,-49.1274179236903,-21.2572606796143,1.1857648615061,0.9203946049595,2016.00625602528,2016.27162628183,NA,other,other
469,475,0.07302313175702,-48.136083937319,-21.3647253185357,-48.0853103853514,-21.2307906573307,1.21313353728102,1.140110405524,2016.22597182584,2016.2989949576,NA,other,other
756,757,0.04548059219024,-40.8506768631978,-20.4224700654215,-40.9150467939874,-20.4635677754612,1.23077641420164,1.1852958220114,2016.27115724233,2016.31663783452,NA,other,other
757,758,0.0786374457382,-40.9150467939874,-20.4635677754612,-42.8217137962221,-19.2831176819005,1.30941385993984,1.23077641420164,2016.31663783452,2016.39527528026,NA,other,other
475,476,0.1048682343152,-48.0853103853514,-21.2307906573307,-48.2063642172194,-21.2324558157251,1.31800177159622,1.21313353728102,2016.2989949576,2016.40386319192,NA,other,other
476,546,0.0228369811152,-48.2063642172194,-21.2324558157251,-48.1945323470454,-21.2315499372899,1.34083875271142,1.31800177159622,2016.40386319192,2016.42670017303,NA,other,other
908,914,0.4315242091149,-49.0707277196457,-21.4480914100069,-45.9068324942713,-21.1977687501867,1.3519188140744,0.9203946049595,2016.00625602528,2016.43778023439,NA,other,other
546,547,0.0548208925882,-48.1945323470454,-21.2315499372899,-48.2101858627553,-21.2467682713316,1.39565964529962,1.34083875271142,2016.42670017303,2016.48152106562,NA,other,other
756,816,0.2567429476015,-40.8506768631978,-20.4224700654215,-40.7851013851445,-20.3427748562322,1.4420387696129,1.1852958220114,2016.27115724233,2016.52790018993,NA,other,other
