node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startClade,endClade
467,468,0.153833428505,-44.6772594338451,-20.6190212639388,-44.7450764491141,-20.6445466903887,0.153833428505,0,2015.12642123596,2015.28025466447,NA,other,other
467,645,0.2041665424742,-44.6772594338451,-20.6190212639388,-44.9947691587983,-20.7902083310659,0.2041665424742,0,2015.12642123596,2015.33058777844,NA,other,other
645,154,0.2940697558093,-44.9947691587983,-20.7902083310659,-50.7243659830889,-15.8809171470521,0.4982362982835,0.2041665424742,2015.33058777844,2015.62465753425,MK333804|Brazil|GO|NovoBrasil|NP|Sapajus|NA|2015-08-17,other,other
645,646,0.5823954051428,-44.9947691587983,-20.7902083310659,-46.9664560630656,-20.3242083472573,0.786561947617,0.2041665424742,2015.33058777844,2015.91298318358,NA,other,other
646,647,0.09856100217646,-46.9664560630656,-20.3242083472573,-47.0135302722284,-20.3655855124771,0.88512294979346,0.786561947617,2015.91298318358,2016.01154418576,NA,other,other
468,493,0.7521092339649,-44.7450764491141,-20.6445466903887,-44.6756847955776,-20.5105169256176,0.9059426624699,0.153833428505,2015.28025466447,2016.03236389843,NA,other,other
647,652,0.03413453497559,-47.0135302722284,-20.3655855124771,-47.957867601335,-21.0049848054381,0.91925748476905,0.88512294979346,2016.01154418576,2016.04567872073,NA,other,other
652,653,0.07838552483285,-47.957867601335,-21.0049848054381,-49.0770305993673,-21.1009971942981,0.9976430096019,0.91925748476905,2016.04567872073,2016.12406424556,NA,other,other
493,622,0.09624325952388,-44.6756847955776,-20.5105169256176,-44.7599107337575,-20.5335673333019,1.00218592199378,0.9059426624699,2016.03236389843,2016.12860715796,NA,other,other
468,469,0.8532998497002,-44.7450764491141,-20.6445466903887,-44.82708749071,-20.647186581953,1.0071332782052,0.153833428505,2015.28025466447,2016.13355451417,NA,other,other
653,654,0.01503676115572,-49.0770305993673,-21.1009971942981,-49.1086381568709,-21.0894418623142,1.01267977075762,0.9976430096019,2016.12406424556,2016.13910100672,NA,other,other
654,862,0.08728683996625,-49.1086381568709,-21.0894418623142,-49.1653275382197,-21.0617828911028,1.09996661072387,1.01267977075762,2016.13910100672,2016.22638784669,NA,other,other
862,863,0.05213891010312,-49.1653275382197,-21.0617828911028,-49.1841883016893,-21.0717232338097,1.15210552082699,1.09996661072387,2016.22638784669,2016.27852675679,NA,other,other
654,655,0.2183276098177,-49.1086381568709,-21.0894418623142,-48.5604803940786,-21.0391957739249,1.23100738057532,1.01267977075762,2016.13910100672,2016.35742861654,NA,other,other
469,470,0.2923560392786,-44.82708749071,-20.647186581953,-45.0016574711997,-20.6829325928982,1.2994893174838,1.0071332782052,2016.13355451417,2016.42591055345,NA,other,other
470,471,0.01264265894206,-45.0016574711997,-20.6829325928982,-44.9701069565995,-20.6839808691697,1.31213197642586,1.2994893174838,2016.42591055345,2016.43855321239,NA,other,other
493,494,0.4925726930311,-44.6756847955776,-20.5105169256176,-42.2653403950497,-20.4292046941107,1.398515355501,0.9059426624699,2016.03236389843,2016.52493659146,NA,other,other
494,495,0.01443257926705,-42.2653403950497,-20.4292046941107,-42.2812066679487,-20.4267534358981,1.41294793476805,1.398515355501,2016.52493659146,2016.53936917073,NA,other,other
495,497,0.008639218390725,-42.2812066679487,-20.4267534358981,-42.3111275749641,-20.3903603061991,1.42158715315878,1.41294793476805,2016.53936917073,2016.54800838912,NA,other,other
655,656,0.2013529718496,-48.5604803940786,-21.0391957739249,-48.4942597192932,-21.0279751685072,1.43236035242492,1.23100738057532,2016.35742861654,2016.55878158839,NA,other,other
497,503,0.01126684961937,-42.3111275749641,-20.3903603061991,-42.2585079401327,-20.5023299574225,1.43285400277815,1.42158715315878,2016.54800838912,2016.55927523874,NA,other,other
469,488,0.432712189965,-44.82708749071,-20.647186581953,-49.0720845084242,-20.9221633000635,1.4398454681702,1.0071332782052,2016.13355451417,2016.56626670413,NA,other,other
655,855,0.2100353582364,-48.5604803940786,-21.0391957739249,-48.098808555328,-21.0698298719269,1.44104273881172,1.23100738057532,2016.35742861654,2016.56746397477,NA,other,other
471,473,0.1296791202883,-44.9701069565995,-20.6839808691697,-44.9419926942481,-20.5197887877796,1.44181109671416,1.31213197642586,2016.43855321239,2016.56823233268,NA,other,other
647,648,0.5769039129536,-47.0135302722284,-20.3655855124771,-46.5334510479115,-20.1884096824324,1.46202686274706,0.88512294979346,2016.01154418576,2016.58844809871,NA,other,SP
494,533,0.09892153149359,-42.2653403950497,-20.4292046941107,-40.6350169855928,-20.1937879965979,1.49743688699459,1.398515355501,2016.52493659146,2016.62385812296,NA,other,other
622,623,0.5014427294225,-44.7599107337575,-20.5335673333019,-43.4346717155861,-18.7290032363417,1.50362865141628,1.00218592199378,2016.12860715796,2016.63004988738,NA,other,other
488,489,0.07619491063639,-49.0720845084242,-20.9221633000635,-49.0675361282376,-21.0632857554916,1.51604037880659,1.4398454681702,2016.56626670413,2016.64246161477,NA,other,other
855,859,0.07864228988127,-48.098808555328,-21.0698298719269,-48.270346730338,-21.0822220010078,1.51968502869299,1.44104273881172,2016.56746397477,2016.64610626466,NA,other,other
656,657,0.112829419336,-48.4942597192932,-21.0279751685072,-48.4524163750943,-21.0733761075482,1.54518977176092,1.43236035242492,2016.55878158839,2016.67161100772,NA,other,other
489,490,0.03165585391155,-49.0675361282376,-21.0632857554916,-49.0692291595301,-21.0460507062887,1.54769623271814,1.51604037880659,2016.64246161477,2016.67411746868,NA,other,other
